Name,depart_time,price,depart_time_hour,depart_time_minute
아시아나항공,06:05,80000,6,5
이스타항공,06:10,63560,6,10
제주항공,06:15,62882,6,15
이스타항공,06:15,63560,6,15
대한항공,06:20,98814,6,20
제주항공,06:25,62882,6,25
아시아나항공,06:25,80000,6,25
티웨이항공,06:40,58814,6,40
아시아나항공,06:40,90509,6,40
이스타항공,06:50,63560,6,50
에어부산,06:55,59831,6,55
티웨이항공,07:00,62034,7,0
제주항공,07:00,72543,7,0
에어부산,07:20,82034,7,20
대한항공,07:20,140509,7,20
아시아나항공,07:55,111187,7,55
이스타항공,10:55,83899,10,55
아시아나항공,11:15,121526,11,15
에어부산,11:25,82034,11,25
제주항공,11:35,82882,11,35
티웨이항공,11:45,75255,11,45
이스타항공,11:50,81017,11,50
아시아나항공,11:50,111187,11,50
대한항공,11:55,98814,11,55
제주항공,12:15,67289,12,15
대한항공,12:20,98814,12,20
아시아나항공,12:20,111187,12,20
제주항공,12:40,62882,12,40
티웨이항공,12:50,56102,12,50
이스타항공,12:55,63560,12,55
대한항공,13:10,98814,13,10
이스타항공,13:15,53560,13,15
제주항공,13:15,56441,13,15
티웨이항공,13:20,48645,13,20
대한항공,13:20,98814,13,20
제주항공,13:30,54407,13,30
대한항공,13:50,98814,13,50
아시아나항공,14:05,78475,14,5
아시아나항공,14:25,80000,14,25
티웨이항공,14:35,42204,14,35
이스타항공,14:35,44746,14,35
제주항공,14:40,50170,14,40
에어부산,14:55,37458,14,55
티웨이항공,14:55,42204,14,55
아시아나항공,14:55,117967,14,55
아시아나항공,15:05,51356,15,5
아시아나항공,15:15,40678,15,15
티웨이항공,15:15,41865,15,15
대한항공,15:20,98814,15,20
제주항공,15:25,41865,15,25
이스타항공,15:40,41526,15,40
아시아나항공,15:45,40678,15,45
제주항공,15:45,41865,15,45
아시아나항공,15:55,40678,15,55
이스타항공,15:55,44746,15,55
대한항공,16:00,98814,16,0
제주항공,16:05,45933,16,5
이스타항공,16:35,44746,16,35
대한항공,16:40,98814,16,40
제주항공,16:55,45933,16,55
티웨이항공,17:25,32373,17,25
아시아나항공,17:50,32373,17,50
에어부산,18:10,26272,18,10
티웨이항공,18:10,30170,18,10
이스타항공,18:10,31356,18,10
제주항공,18:15,34916,18,15
대한항공,18:20,98814,18,20
티웨이항공,18:25,30170,18,25
아시아나항공,18:25,38475,18,25
이스타항공,18:35,31356,18,35
아시아나항공,18:45,40678,18,45
티웨이항공,18:50,30170,18,50
대한항공,18:50,98814,18,50
아시아나항공,18:55,32373,18,55
제주항공,19:05,31865,19,5
대한항공,19:10,98814,19,10
아시아나항공,19:20,32373,19,20
이스타항공,19:25,29323,19,25
제주항공,19:35,31865,19,35
이스타항공,19:45,29323,19,45
대한항공,20:00,98814,20,0
대한항공,20:30,98814,20,30
제주항공,20:35,37628,20,35
아시아나항공,20:50,40678,20,50
아시아나항공,21:20,40678,21,20
